Facility Name,Physical Address,City,Latitude,Longitude,Geocode_Status
Insukamini Pharmacy,180 InsukaminiLower Gweru,Gweru,-19.4616316,29.8205953,Exact / Approximate
Insuza RHC,Nyamandlovu,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Integrated Health Dental Centre,No. 40 Josiah Tongogara Avenue,Harare,-17.8169058,31.0439397,Exact / Approximate
Interafrica Health Laboratory,513Kapenta CloseAndora Harbour,Kariba,-16.527274,28.7755479,Exact / Approximate
Intergrated TB and HIV/AIDS Clinic,Kadoma City CouncilBox 460,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Inter-Health Medical Centre,Suite 100 Haylet House Corner 9th Ave/ J.Tongogara,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
International Organisation Migration - X-ray,10 Duthie RoadAlexandra Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Interpath Medical Laboratories,87 Fife Avenue,Harare,-17.8207561,31.0477721,Exact / Approximate
Interpath Medical Laboratories,Shop 14 1st Floor 88Imbali Mall,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Interpath Medical Laboratories,Suite 14 123 Herbert Chitepo Street,Mutare,-18.974656,32.670473,Exact / Approximate
Interpath Medical Laboratories - Gweru,377 Medical Chambers Cnr 7th & Herbert Chitepo,Gweru,-19.4616316,29.8205953,Exact / Approximate
Interpath Medical Laboratories - Victoria Falls,Shop Number 3 Landela Building,Victoria Falls,-17.922895,25.8476849,Exact / Approximate
Interpath Medical Laboratories-Makoni,16097Unit GMakoni Shopping Centre,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Interpath Medical Laboratory,Number 8063Amaveni Road2nd Floor,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Interpath Medical Laboratory,1908Atherstone Road,Bindura,-17.2989727,31.3299701,Exact / Approximate
Interpath Medical Laboratory,64 Hellet Street,Masvingo,-20.0704911,30.830276,Exact / Approximate
IOM Harare Laboratory,10 Duthie RoadAlexandra Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Iplace Eye Clinic,17Robert Mugabe WayPark View,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Iris Pharmacy - Goromonzi,New Complex Goromonzi,Goromonzi,-17.8182737,31.3723592,Exact / Approximate
Iris Pharmacy Warren Park,9541-174 Street Warren Park D,Harare,-17.8251753,30.9678386,Exact / Approximate
Irisvale Rural Health Centre,ward 13village 8umzingwane district,Esigodini,-20.291794,28.939699,Exact / Approximate
Isabella Mine Clinic,Isabela Mine ClinicP.O.Box 1634,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Island Hospice Service - Harare,6 Natal RoadBelgravia,Harare,-17.8567035,31.0601584,Exact / Approximate
Ismail N .E. Dr Dental Surgery,Box B.E 263Belvedere,Harare,-17.8567035,31.0601584,Exact / Approximate
Ismail N .E. Dr Dental Surgery,37 Havey Brown AvenueMilton Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Itai Ngoni Medical Centre,Stand 889 Israel Street,Zvishavane,-20.3159097,30.0526888,Exact / Approximate
IVF Zimbabwe,"29 Eastcourt Belvedere, Stand 6747",Harare,-17.8567035,31.0601584,Exact / Approximate
Ivory Dental Clinic,147 Fife Avenue,Harare,-17.8207561,31.0477721,Exact / Approximate
Ivory Park Clinic and Surgery,No. 2407 Bradfield RoadWaterfalls,Harare,-17.8567035,31.0601584,Exact / Approximate
J P Pharmacy,290 Mberengwa Business Centre,Mberengwa,-20.477866,29.907072,Exact / Approximate
"J,Rapha Pharmacy","Shop 9, Number 1089 Dema Shopping Centre Seke",Seke,-18.3097084,30.8587759,Exact / Approximate
J.C Surgery,Stand No. 1187First Avenue ParktownWaterfalls,Harare,-17.8567035,31.0601584,Exact / Approximate
Jabavu Dental Surgery,"990 Jabavu Drive, Machipisa",Harare,-17.8567035,31.0601584,Exact / Approximate
Jakanani G.C Practice,First FloorMedical Chambers60,Harare,-17.8567035,31.0601584,Exact / Approximate
Jane Dutoit + Associates Physiotherapy,11 Dunkirk DriveAlex Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Jecio Pharmacy,"Stand Number 3330, Shop 13 1st StreetHatcliffe",Harare,-17.8567035,31.0601584,Exact / Approximate
Jena Mine (PVT) Clinic,Jena Mine P.Bag 8003Silobela,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Jennifer Coltart Physiotherapist,Mater Dei HospitalBurns DriveMalindela,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Jennifer Hunt - Clinical Social Worker,26 Maiden DriveNewlands,Harare,-17.8567035,31.0601584,Exact / Approximate
Jerera Pharmacy,Stand Number 206Jerera Growth Point,Zaka,-20.343217,31.463208,Exact / Approximate
Jersey Clinic,Jersey EstateChipinge Tanganda Tea Company,Chipinge,-20.6177688,32.3786847,Exact / Approximate
Jessie Mine Clinic,Jessie Mine West Nicholson,Gwanda,-20.9414292,29.0036855,Exact / Approximate
Jewel Physiotherapy Clinic,12Colling Street,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Jichidza Mission Clinic,Jichidza Mission P.A Jichidza,Masvingo,-20.7453957,31.334138,Exact / Approximate
Jima Surgery,69 Josiah Chinamano AveKingsdale,Harare,-17.8567035,31.0601584,Exact / Approximate
Joburg Medical Centre,16559 Johannesburg,Norton,-17.87454,30.695954,Exact / Approximate
John Evans Hearing Aid Specialists,20Josiah Tongogara Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
John McMinn Optometrists,1st Floor 10th Avenue,Bulawayo,-20.1574631,28.5817251,Exact / Approximate
John McMinn Optometrists - Midlands,54 Fifth Street,Gweru,-19.4616316,29.8205953,Exact / Approximate
John McMinn Optometrists Chisipite,Shop 1St Andrews Arcade Chisipite,Harare,-17.8567035,31.0601584,Exact / Approximate
John Mcminn Optometrists- Mater Dei,Stand 3770 Malindela,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
John Mcminn Optometrists Suburbs,51Heyman RoadSuburbs,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
John McMinn Optometry,Shop 2 Hilary HouseKing George Road,Harare,-17.8567035,31.0601584,Exact / Approximate
John Shiku Kasongo Medical Centre,186 WhitecliffZvimba South,Zvimba,-17.3431736,30.4209716,Exact / Approximate
John Shiku Private Hospital,Stand Number 186 Whitecliff,Zvimba,-17.3431736,30.4209716,Exact / Approximate
Joint Pharmaccy,3915Impali Source,Shurugwi,-19.7542336,30.156915,Exact / Approximate
Joint Pharmacy - Shurugwi,462 Hospital Road,Shurugwi,-19.7542336,30.156915,Exact / Approximate
Joint Pharmacy Zvishavane,602 Turner Road,Zvishavane,-20.3159097,30.0526888,Exact / Approximate
Joint Pharmacy-Chegutu,16George Avenue CBD,Chegutu,-18.1867654,30.39756,Exact / Approximate
Jona & Nana Mlotshwa Clinic,Mayenzane Business Centre Box 135,Gwanda,-20.9414292,29.0036855,Exact / Approximate
Jonathan Kasule Surgery,"60 Baines Avenue, 4th Floor Medical Chambers",Harare,-17.8567035,31.0601584,Exact / Approximate
Jordan Pharmacy,11643 Robert Mugabe RoadDzivarasekwa 2,Harare,-17.8567035,31.0601584,Exact / Approximate
Joshua Mqabuko Nkomo Ekusileni Hospital,Cnr Cecil Avenue / Old Esigodini Road,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Jotech Healthcare (PVT) LTD,146 Mbuya Nehanda Street,Harare,-17.8363868,31.0423936,Exact / Approximate
Joy Dae-Night Pharmacy,21 Robert Mugabe Way,Zvishavane,-20.3159097,30.0526888,Exact / Approximate
Joy Pharmacy - Robert Mugabe Zvishavane,1237 Industrial SiteDashley ComplexMandava,Zvishavane,-20.3159097,30.0526888,Exact / Approximate
Joy Pharmacy-Bulawayo,54Jason Moyo Street and 4th Avenue,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Joy Pharmacy-Zvishavane,82RG Mugabe Way,Zvishavane,-20.3159097,30.0526888,Exact / Approximate
Joyful Heart Pharmacy,Stand No 805 A and 80858 George Silundika & 4th Street,Harare,-17.8567035,31.0601584,Exact / Approximate
JR MART Pharmacy,Shop 5 3444 Hino Road Crowborough,Harare,-17.8567035,31.0601584,Exact / Approximate
JR MART Pharmacy,Shop 3Fraserton B/cWhitecliff,Zvimba,-17.3431736,30.4209716,Exact / Approximate
JRMART Pharmacy,Shop 310131 Fraserton B/CWhitecliff,Zvimba,-17.3431736,30.4209716,Exact / Approximate
JSK Pharmacy,186 Whitecliff,Zvimba,-17.3431736,30.4209716,Exact / Approximate
Jubilee Clinic,"Second Floor, Mership HouseCorner 9th Avenue/ JMN Nkomo Street",Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Jubilee Dental Surgery,Suite 52nd Floor Mership Building,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Junction Medical Clinic,21794Unit CSeke,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Junction Pharmacy,9573Glenview 2 Shopping CentreGlenview,Harare,-17.8567035,31.0601584,Exact / Approximate
Junction Pharmacy- Arcadia,2A Bardia Road Arcadia,Harare,-17.8567035,31.0601584,Exact / Approximate
Junction Pharmacy- Mvurwi,Shop No. 5 Hotspot Complex,Mvurwi,-17.027521,30.850108,Exact / Approximate
Junction Pharmacy- Rushinga,1285 Rushinga RSC,Rushinga,-16.6188972,32.3219565,Exact / Approximate
Junction Pharmacy-Mvurwi,945Shoguru,Mvurwi,-17.027521,30.850108,Exact / Approximate
Juru Pharmacy,Shop 31 Kunaka Shopping ComplexJuru Growth Point,Juru,-17.6787561,31.4719323,Exact / Approximate
Juru RDC- Bosha Rural Health Centre,Dzvete WardBox 87,Juru,-17.6787561,31.4719323,Exact / Approximate
Juru RDC- Mwanza Rural Health Centre,Mwanza WardBox 86,Juru,-17.6787561,31.4719323,Exact / Approximate
Juru Surgery,660 Juru Growth Point,Juru,-17.6787561,31.4719323,Exact / Approximate
Justin Smith Chemist,82 L.Takawaira Ave,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Kach Dental Services,8 Milton Road,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Kach Dental Services,"581 Charlse Street, Chegutu",Chegutu,-18.1867654,30.39756,Exact / Approximate
Kach Dental Services,581 Charles Street,Chegutu,-18.1867654,30.39756,Exact / Approximate
Kadoma Dental Services,Room 2 and 3 James Beattle Building,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Kadoma General Hospital,Kaguvi Road,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Kadoma Medical Centre,57 Mashonganyika Avenue,Kadoma,-18.3372775,29.908487,Exact / Approximate
Kadoma Municipal Chemukute Clinic,Box 460Kadoma City Council,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Kadoma Municipality - Rimuka Clinic,Kadoma City Council,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Kadoma Municipality - Rimuka Maternity Home,Box 460 Kadoma City Council,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Kadoma Municipality Waverley Clinic,P.0. Box 460,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Kadoma Paper Mills Industrial Clinic,Stand Number 2541-44 OWI Mine Road Industrial Sites,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Kadoma Physiotherapy Clinic,7 Milton Road,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Kadoma Population Health Centre,Chitezi RoadRimuka,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Kadoma Population Maternity Home,14973 Sarudzai Shopping Centre,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Kadoma RDC-Ngezi Rural Hospital,P.O.Box 540,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Kadoma RDC-Turf Polyclinic,Turf ClinicP.O.box 1331Mamina,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Kadoma Town Clinic,14 Colling Street,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Kadoma X-Ray & Ultrasound Centre,7Milton Road,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Kadzirange Surgery,60 Cork RoadAvondale,Harare,-17.8567035,31.0601584,Exact / Approximate
Kaflate Pharmacy,"93 Jason Moyo, Travel Centre",Harare,-17.8567035,31.0601584,Exact / Approximate
Kaflate Pharmacy,Shop 5 Old Mutual Complex,Mhondoro Ngezi,-18.7412115,30.6097172,Exact / Approximate
Kahle Counselling Hub,92Samuel Parirenyatwa StreetCnr 9th Avenue,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Kaiden Pharmacy,3768 Crowborough North,Harare,-17.8567035,31.0601584,Exact / Approximate
Kairos Pharmacy,12638 Kuwadzana Phase 3Kuwadzana,Harare,-17.8567035,31.0601584,Exact / Approximate
Kaizen Pharmacy,"Shop 2 Olympic Arcade, 34 Tembwe Street",Mutare,-18.974656,32.670473,Exact / Approximate
Kaizil Investments PVT LTD T/A Medtech Dental Surgery,127 Herbert Chitepo Street,Mutare,-18.9741954,32.670106,Exact / Approximate
Kamativi Mission Hospital,Stand Number B702 Kamativi,Hwange,-18.8406624,26.7310154,Exact / Approximate
Kambuzuma Medical Clinic,1663 Section 5 Kambuzuma,Harare,-17.8567035,31.0601584,Exact / Approximate
Kambuzuma Medical Clinic,Stand 1663 Section 5,Harare,-17.8567035,31.0601584,Exact / Approximate
Kamfisa Pharmacy,Shop 6Athlone Shopping CentreGreendale,Harare,-17.8567035,31.0601584,Exact / Approximate
Kana Mission Hospital,Kana Mission HospitalBox 470,Gokwe,-18.224982,28.953933,Exact / Approximate
Kandawasvika G Q Surgery - Paediatric Clinic,37Baines Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Kango Industrial Clinic,Plumtree RoadCorner Newport StreetBelmont,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Karanda Mission Hospital,Dahwa VillageChief Dotito,Mt Darwin,-16.5414793,31.6414315,Exact / Approximate
Kariba Municipality - Mahombekombe Clinic,P.O Box 130Municipality of Kariba,Kariba,-16.527274,28.7755479,Exact / Approximate
Kariba Municipality - Nyamhunga Clinic,P.O Box 130Municipality of Kariba,Kariba,-16.527274,28.7755479,Exact / Approximate
Kariba South Power Station- Ambulance Unit,1 Sable Drive Mahombekombe,Kariba,-16.5293272,28.7756428,Exact / Approximate
Karidza Surgery,Suite 3Citimed Hospital,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Kariyangwe Mission Hospital,Kariyangwe Mission HospitalP.O.Box 50,Binga,-17.6871283,27.7059714,Exact / Approximate
Karoi District Hospital Laboratory,Karoi District Hospital,Karoi,-16.8154713,29.6878665,Exact / Approximate
Karoi Medical Imaging Centre,39 Harris Street,Karoi,-16.8190442,29.6836936,Exact / Approximate
Karoi Pharmacy - Karoi,370 Bougainvillea Way,Karoi,-16.8190442,29.6836936,Exact / Approximate
Karoi Polyclinic,Std 250 Fred Jameson Street,Karoi,-16.8190442,29.6836936,Exact / Approximate
Karoi T/Council-Chikangwe Clinic,Box 225Chikangwe,Karoi,-16.8190442,29.6836936,Exact / Approximate
Karoi24 Private Clinic,Stand 1217 Chikangwe Township,Karoi,-16.8190442,29.6836936,Exact / Approximate
Katanga Central Imaging Centre,K2040Katanga,Norton,-17.87454,30.695954,Exact / Approximate
Katanga Central Surgery,K2040,Norton,-17.87454,30.695954,Exact / Approximate
Katanga Central Surgery,K2040 Katanga,Norton,-17.87454,30.695954,Exact / Approximate
Katanga Dental Surgery,2040,Norton,-17.87454,30.695954,Exact / Approximate
Katanga Utano Clinic,P.Bang 904,Norton,-17.87454,30.695954,Exact / Approximate
Kathy Harter Clinical Social Worker / Counseling + Care Management,7 Gilmour Drive Hogerty Hill,Harare,-17.8567035,31.0601584,Exact / Approximate
Katmed Pharmacy,254 Cloete Street,Chivhu,-19.0187032,30.8969497,Exact / Approximate
Kavitex Dental Surgery,No. 9 Samora Machel Avenue,Harare,-17.8290299,31.0256699,Exact / Approximate
Kayden Medical Centre,3A Mupani Road,Harare,-17.8567035,31.0601584,Exact / Approximate
Kayden Pharmacy,Number 1826 Old Marimba 39 Mupani RoadMufakose,Harare,-17.8567035,31.0601584,Exact / Approximate
Kayla Imaging Centre X-Ray Unit,563Murehwa Township,Murehwa,-17.8044363,31.8388002,Exact / Approximate
KDB Healthcare Pvt Ltd,53 Coventry RoadWorkington,Harare,-17.8567035,31.0601584,Exact / Approximate
Kei Laboratories,Suite 4 Mership House 89,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Kenlink Avicenna Pharmacy,127 Borrowdale Road Gunhill,Harare,-17.7946204,31.0629258,Exact / Approximate
Kenlink Pharmacy - Kensington,"Shop 13 & 14 Prince Edward Street, Kensington Shops",Harare,-17.8567035,31.0601584,Exact / Approximate
Kenlink Pharmacy Avondale,Shop C&D Avondale Shopping Centre,Harare,-17.8567035,31.0601584,Exact / Approximate
Kenlink Pharmacy Borrowdale,Shop 1 Sam Levy's Towers Sam Levy Village,Harare,-17.8567035,31.0601584,Exact / Approximate
Kenlink Pharmacy-Greendale,119Coronation AvenueGreendale,Harare,-17.8567035,31.0601584,Exact / Approximate
Kenlink The Bridge Pharmacy,"Shop 10, The Bridge Shopping CentreGroombridge",Harare,-17.8567035,31.0601584,Exact / Approximate
Kenn Dental Clinic,"Number 21, 15th Avenue",Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Kensington 24 Hour Medical centre,1 Kenny RoadKensington,Harare,-17.8567035,31.0601584,Exact / Approximate
Kensington Dental Clinic,"Shop Number 17, Kensington Shopping Centre, Prince Edward Road",Harare,-17.8567035,31.0601584,Exact / Approximate
Kensington Dental Clinic,"17 Kensington Shops, Prince Edward Street",Harare,-17.8567035,31.0601584,Exact / Approximate
Kermich Dental Surgeries,53 Hofmeyer Street,Masvingo,-20.7453957,31.334138,Exact / Approximate
Ketash Renal Centre,1926 Mainway Meadows Waterfalls,Harare,-17.8567035,31.0601584,Exact / Approximate
Kevjos MD T/A Med-Exec Surgery,First Floor Office 7David Mansion96,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Khaliq Pharmacy,"Shop 2, 155 Kwame Nkrumah Avenue",Harare,-17.8567035,31.0601584,Exact / Approximate
Khami Road Clinic - Byo City,Khami Road & Steel Works Road,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Kiddie Care Clinic,Suite 20First FloorMedical Centre,Harare,-17.8567035,31.0601584,Exact / Approximate
Kilmanock Building Surgery,No.1 Kilmanock Building 11th Avenue/Fife Street,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Kindfort Ultrasound Scan Centre,No. 88 Tongogara StreetShamrock House,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Kindfort X-Ray Centre,87 J.Tongogara StreetEsihlengweni Medical ChambersBetween 9th &9th Avenue,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Kindheart Pharmacy,65Sadza Growth Point,Chivhu,-19.0187032,30.8969497,Exact / Approximate
King George Pharmacy,32 Cork Road,Harare,-17.8072222,31.0405417,Exact / Approximate
King Street Surgery,"148 King Street, Gwanda",Gwanda,-20.9414292,29.0036855,Exact / Approximate
Kings Pharmacy,23 6th AveMain Street,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Kings Pharmacy 9th Avenue,21 9th AveJason Moyo,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Kings Pharmacy Herbert Chitepo,79 Hebert Chitepo / 6th Avenue,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Kings Pharmacy-Jason Moyo,Shop 4Old Mutual CentreCnr Jason Moyo / 8th Avenue,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Kings Poly Clinic & Maternity Home,144 Herbert Chitepo St,Bulawayo,-20.1432903,28.5829677,Exact / Approximate
Kingsmead Physiotherapy & Rehabilitation Centre,"56a Kingsmead Road, East Borrowdale",Harare,-17.8567035,31.0601584,Exact / Approximate
Kingsmed Dental Surgery,423 Malvern ShopsWaterfalls,Harare,-17.8567035,31.0601584,Exact / Approximate
Kingsmed Dental Surgery,41 VanpraaghMilton Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Kingsmed Pharmacy,133 Tollgate Mall,Gokwe,-18.224982,28.953933,Exact / Approximate
Kingsway Clinic-Dr Jaravaza,115Fife Avenue3/rd Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Kirkman Family Health,11881 Tynwald HomelinkMabelreign,Harare,-17.8567035,31.0601584,Exact / Approximate
Kjellson Medical and Maternity Centre,9435 8th RoadGlenview 1 Home IndustryGlenview,Harare,-17.8567035,31.0601584,Exact / Approximate
Klarity Medical Laboratories,136 Harare Street,Harare,-17.8429291,31.0407064,Exact / Approximate
Klarity Radiology,136 Harare Street,Harare,-17.8429291,31.0407064,Exact / Approximate
Klenscare Surgery,60AJosiah Tongogara StreetBetween 4th & 5th Avenue,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Klosad Clinical Diagnostics Laboratory,20 Lanark Road Belgravia,Harare,-17.8567035,31.0601584,Exact / Approximate
Klosad Medical Clinic,20Larnak RoadBelgravia,Harare,-17.8567035,31.0601584,Exact / Approximate
