Facility Name,Physical Address,City,Latitude,Longitude
Odzi RDC-Nyamazura Rural Health Center,Nyamazura Rural Health CenterBox 106Odzi,Rusape,,
Odzi RDC-Zvipiripiri Rural Health Center,Zvipiripiri Rural Health CenterP.Bag 2033Odzi,Rusape,,
OK Zimbabwe Limited Staff Clinic,13Van Praagh AvenueMilton Park,Harare,,
Old Mutare Hospital,Old Mutare MissionOff Nyanga Road,Mutare,,
Old Mutual Medical Centre,100 The ChaseEmerald Hill,Harare,,
Old Nicmine Clinic,Coghlam Road,Bulawayo,,
Oleifera Pharmacy,66 Kilwinning Road,Harare,,
Olichem Pharmacy-Malasha Beitbridge,3839Dulibadzimu,Beitbridge,,
Olive Branch Pharmacy-Haemotology Centre,26 Blakiston StreetCrn Josiah Chinamano,Harare,,
Olive Dental Care,"Unit 5, 6 ChelmofordBelgravia",Harare,,
Olive Physiotherapy,Stand 264 Commercial Street,Chinhoyi,,
Olives Pharmacy,10 Lion Drive,Chiredzi,,
Olives Pharmacy - Marula Drive,374 Marula Drive,Chiredzi,,
Olives Pharmacy- Lion Drive,5468 Lion Drive,Chiredzi,,
Olivine Industrial Clinic,3b Birmingham RoadSoutherton,Harare,,
OMC Dental Surgery,125 Nelson Mandela Avenue,Harare,,
Omega Health Medical Centre,38 Glenara South Avenue Eastlea,Harare,,
Omega Health Pharmacy,38 Glenara South Eastlea,Harare,,
Omincare Pharmacy,Shop 1CABS Building,Chegutu,,
Omni Family Clinic,867 Chinzanga Township,Mutoko,,
Omnibreeze Pharmacy,221 Hofmeyer St,Masvingo,,
Omnipath Medical Laboratories - Milton Park,4Denmark RoadMilton Park,Harare,,
Omnipath Medical Laboratories Marondera,20 4th Street,Marondera,,
Omnipath Medical Laboratory,Lot 1 Stand 313 Cnr Highfield And Lobengula Street,Harare,,
Omnipath Medical Laboratory,53 Chingaira Street,Rusape,,
Omnipath Medical Laboratory,121 Kwekwe Township,Kwekwe,,
Omnipath Medical Laboratory,11 Herbert Chitepo Avenue,Harare,,
Omnipath Medical Laboratory - Chivhu,377Main Street,Chivhu,,
Omnipath Medical Laboratory - Gweru,51-6th Street,Gweru,,
Onayi Eye Wellness Centre,91 Livingstone Avenue,Harare,,
Oncocare Cancer Treatment Centre,1 Walmer Drive Newlands,Harare,,
Oncology Pharmacy,101 Churchill RoadGunhill,Harare,,
One Earth Enterprises Dental Clinic,3916,Shurugwi,,
One Health Medical Centre,8046 Nyamabobo CresentTafara,Harare,,
Onpoint Diagnostic Lab,235 Chigumadzi Complex,Murehwa,,
Onpoint Diagnostic Laboratories,1818AFlat 2Number 86,Harare,,
Onpoint Diagnostic Laboratory,88 ED Mnangagwa Street,Masvingo,,
Onpoint Diagnostic Laboratory,Zesa Megawatt BuildingCorner Oak Street/Mutare Road,Marondera,,
Opal Dental Surgery,"Stand 16753, 117-119 Rotten Row Avenue",Harare,,
Opamed Pharmacy,9036 Dzivarasekwa Ext,Harare,,
Optic World Opticians,Stand No 18 Old Mutual Building Cnr Speke/2nd Street,Harare,,
Optical Frames Optometry,"31 Baines AvenueFirswood Flats, Suite 2",Harare,,
Optical Express - Kensington,Shop 12 Kensington Shopping CentreKensington,Harare,,
Optical Frames Express,"Suite 7, 31 Baines Firswood Flats",Harare,,
Opticare Opticians,51A The Green,Marondera,,
Opticare Opticians,Stand Number 2539 Starbrite Road,Kadoma,,
Opticare Opticians,"Shop 3 NSSA House Corner J,Nyerere way/s.Nujoma",Harare,,
Opticare Opticians,111 Freedom HouseFreedom HouseNelson Mandela Avenue,Kwekwe,,
Opticare Opticians - CABS Centre,"Shop 2A CABS Centre, Jason Moyo Avenue",Harare,,
Opticare Opticians- Marondera,"Shop 1, 1517 Pine StreetMasaraure Complex",Marondera,,
Opticare Opticians-Chegutu,Shop 3Cabs Building,Chegutu,,
Opticare Opticians-Eastgate,Shop 30Ground FloorEastgate Mall,Harare,,
Opticare Opticians-Mutare,Shop 382-86 Herbert Chitepo Street,Mutare,,
Opticare Opticians-Rusape,18R .Musabe Road,Rusape,,
Opticare Opticians-Westgate,22Market PlaceWestgate Mall,Harare,,
Optimum Health Centre,42 Kew DriveHighlands,Harare,,
Optimum Physiotherapy Clinic,1380 Njonjolinjo,Chiredzi,,
Optimus Pathology Clinical Laboratory,24 Cleveland AvenueMilton Park,Harare,,
Optinova Africa-Eyecare,BB House 125 Leopold Takawira,Harare,,
Optinova Chitungwiza Town Centre,Shop 28BChitungwiza Town Centre,Chitungwiza,,
Optinova Eye Care-Highland Park,Shop Number Suite 7High Park Shopping CentreCorner Enterprise Road & Acturus Road,Harare,,
Optinova Eyecare,Shop No. 2 Newlands BuildingNewlands,Harare,,
Optinova Eyecare - Avondale,26Lonsdale AvenueAvondale,Harare,,
Optinova Eyecare - Mt Pleasant,"51 Quorn Road, Stand 982",Harare,,
Optinova Eyecare - Sam Levy,Shop 79 Sam Levy's Village,Harare,,
Optinova Eyecare PVT LTD-Eastgate,Eastgate MallGround FloorSanm Nujoma,Harare,,
Optiview Eye Clinic,"22 Apex House, Cnr Angwa and R. Mugabe Street",Harare,,
Oracare Dental Clinic,12 Mccreadie House127 Mbuya Nehanda,Harare,,
Oradent Dental Surgery,20 Robson Manyika Avenue,Harare,,
Orbit Pharmacy Pvt Ltd,20710 CabsBudiririro 5,Harare,,
Organicare Ultrasound Unit,"54 Jason Moyo AvenueThree Anchor HouseSecond Floor, North Wing",Harare,,
Oriental Pharmacy,4537 Dzivarasekwa Township,Harare,,
Orion Health Surgery,Empress Business Centre,Mutare,,
Orofix Dental Surgery,103The ChaseMt Pleasant,Harare,,
Orofix Medical Clinic,8162Kuwadzana 4,Harare,,
Orthobay,"8 Elsworth Avenue, Cnr Second Street",Harare,,
Orthocare Bone and Joint Surgery,4 Carlisle DriveAlexander Park,Harare,,
Orthoclinic,10 4th Street,Marondera,,
Orthohub,123 Baines Avenue,Harare,,
Orthopaedic Clinic,Suite 18 3rd Floor Medical Centre,Mutare,,
Orthopaedic Technology,38Baines Avenue,Harare,,
Orthorecon,11Lanark Road,Harare,,
Orthosmile,3 Lawson AvenueMilton Park,Harare,,
Orthosure Orthopaedic Clinic,33 Chinamano Avenue,Harare,,
Orthoverse,7 Baines Avenue,Harare,,
Ottawa Medical Clinic,20Bishop Gaul AvenueBelvedere,Harare,,
Ottawa Physiotherapy,"20 Bishop Gaul Avenue, Belvedere",Harare,,
Our Pharmacy,Shop 363 Tsholotsho Business Centre,Bulawayo,,
Outreach Pharmacy,68Sakubva Musika,Mutare,,
Outsource Dental Services,62 Lomagundi RoadEmerald Hill,Harare,,
Oval Pharmacy,K2005 Katanga Township,Norton,,
Oval Pharmacy,"Shop Number 1, Stand 1105 Cornmarket",Norton,,
Overspill Clinic-Epworth,5022180 Epworth,Harare,,
Overspill Dentail Clinic,5030Overspill ShopsEpworth,Harare,,
Overspill Pharmacy,5052H Overspill Epworth,Harare,,
Overspill Private Clinic,5030OverspillEpworth,Harare,,
Ozimed Chipinge Surgery,4466 Town Commercial,Chipinge,,
Ozimed Kopa Surgery,Gozo Nyahode Business Community,Chimanimani,,
Ozy Dialysis Clinic,647 Guinea Fowl Road,Chiredzi,,
Pac-Care Pharmacy,11592Kamunhu Shopping CentreMabvuku,Harare,,
Pacific 24HR Hospital,11592 Kamunhu Shopping Centre,Harare,,
"Pacific 24HR Hospital, Diagnopath Medical Laboratories",11592Kamunhu Shopping CentreMabvuku,Harare,,
Paddington Square Pharmacy,Shop 7 Paddington Square178 ED Mnangagwa Road,Harare,,
Padombo Optometry,853 York Avenue,Bindura,,
Paediatric Clinic,123-125 herbert Chitepo Street,Mutare,,
Paedicare,"Flat 17 Mimosa Flats, Number 19 Baines Avenue",Harare,,
Paeds and Neocare Clinic,123 Baines AvenueCnr Baines & 4th Street,Harare,,
Paeds Children's Clinic,37716th-7th Street,Gweru,,
Paeds Children's Clinic,377 16 - 7th Street,Gweru,,
Pagejo Rarubi Estate Clinic,33km PEGAlong Mutoko RoadActurus,Harare,,
Pagomba Imaging- Ultrasound Unit,Shop Number 10 Zengeza 4 Complex,Chitungwiza,,
Pain Clinic,99 Pendenis RoadMt Pleasant,Harare,,
Paixmed Pharmacy,169Willoubys Road,Mvuma,,
Paixmed Pharmacy-Lalapanzi,Stand 8Lalapanzi,Bulawayo,,
Palado Pharmacy,17273Phase 4 Shopping CentreDamafalls,Ruwa,,
Palm Care Medical Rehab Centre,75AStreet/Livingstone Avenue,Harare,,
Palm Care Medical Rehabilitation Centre,75ASecond Street Cnr Livingstone Avenue,Harare,,
PALS Pharmacy,26Napier Road,Mvuma,,
PALS Pharmacy,289 Beit Street,Shurugwi,,
Pamuzinda Pharmacy,15227 Hatcliff,Harare,,
Pan Dental Laboratory,30 Van Praagh Avenue,Harare,,
Panda Care Pharmacy,Stand 196 Maphisa,Bulawayo,,
Pangaea Zimbabwe AIDS Trust,14656Hadzinanhanga RoadZengeza 4,Chitungwiza,,
Paradise Hospital,10Jameson Street,Mutare,,
Paradise Primary Care,Plot GL 1540 Lilfordia Farm,Nyabira,,
Parirenyatwa Group of Hospitals,Mazowe StreetBelgravia,Harare,,
Park Health Medical Centre,Number 1 Last Hope Estate,Dete,,
Park Villa Clinic,7A 9th AvenueRobert Mugabe Street,Bulawayo,,
Parkade Clinic Royal Arcade,4th Street around 9th Avenue,Bulawayo,,
Parksmed Health Medical Centre,8958Mkhosana Township,Victoria Falls,,
Parksmed Masvingo,Stand Number 7927 Welby AvenueDowntown,Masvingo,,
Parksmed Pharmaceuticals,1462 Westgate Shopping Centre,Harare,,
Parksmed Pharmacy,"34 Samora Machel Avenue, Boka Islip House",Harare,,
Parksmed Pharmacy Masvingo,Stand Number 7927 Welby Avenue,Masvingo,,
Parksmed Pharmacy-Victoria Falls,8958Mkhosana,Victoria Falls,,
Parktown Dental Surgery,Stand No.15 AParktownWaterfalls,Harare,,
Parktown Health Centre,2 Mersey BuildingParktown Shoppng Center,Harare,,
Parktown Hospital,1074 Corner Masotsha & Sixth Parktown Waterfalls,Harare,,
Parktown Hospital Ambulance,1074Corner Masotcha Ndlovu Way & 6th StreetWaterfalls,Harare,,
Parktown Medical Centre,15 A Milford Avenue,Waterfalls,,
Parkview Dental Clinic,Stand Number 1E.D Munangagwa Street,Masvingo,,
Parliament of Zimbabwe Clinic,Corner Third & Kwame Nkrumah Avenue,Harare,,
Partners Clinic,9730 Glen Norah B,Harare,,
Partners Pharmacy,1074Gokwe CBD,Gokwe,,
Partners Private Clinic,Stand 1074Gokwe Town,Gokwe,,
Pascoe Pharmacy,2 Pascoe AvenueBelgravia,Harare,,
Pasi Surgery,Suite 13 1st Floor Medical Centre,Harare,,
Pasi Surgery,29 Lawson AvenueMilton Park,Harare,,
Passion Dental Surgery,Shop 4TM Shopping Complex,Ruwa,,
Passion Pharmacy,651 Haydon Township,Zvimba,,
Passion Pharmacy - Haydon,671 Haydon Township,Zvimba,,
Passionate Pharmacy -Waterfalls,90 Southlea ParkWaterfalls,Harare,,
Patchway Population Health Centre,Golden Valley Mine Patchway Section Playgrounds,Kadoma,,
Pathfirm Clinical Laboratory Services,Suite 6 1st FloorStand No. 1094 & 95 Royal Arcade,Bulawayo,,
Pathology Laboratories,15 Murambi Drive,Mutare,,
Pathology Laboratories,15Baines Avenue,Harare,,
Pathology Laboratories Greendale,85 Greengroove Road Athlone Greendale,Harare,,
Pathway Pharmacy-Bindura,43Main Street Bindura CBD,Bindura,,
Pathway Pharmacy-Kuwadzana,21505Shop 1Mambondiyani Building,Harare,,
Patsol Pharmacy,"Shop 3 J. Nyerere Parkade, Corner J. Nyerere & N. Mandela Avenue",Harare,,
Paynebrook Private Limited,14 Lisburn RoadWorkington,Harare,,
Peachmed Pharmacy,Stand 115 Enterprise RoadNewlands,Harare,,
Pearl Dental Surgery,146Samora Machel Avenue,Harare,,
Pearl Imaging,10 Nelson Mandela,Harare,,
Pearl Pharmacy,107 Mbuya Nehanda,Harare,,
Pearls Opticians,Suite 17 & 18 Corner / Chinhoyi & Kwame Nkrumah,Harare,,
Pearls Opticians (PVT) LTD,Shop 7 Afgate House G. Silundika/4th Street,Harare,,
Pelandaba Clinic - Byo City,Pelandaba Township,Bulawayo,,
Perble Medical Laboratories,59 Lomagundi Road Banket,Banket,,
Perble Medical Laboratories,57 Central Avenue Corner 6th & Central Avenue,Harare,,
Perble Medical Laboratories,6Rowland SquareMilton Park,Harare,,
Perble Medical Laboratories,1638Chinzanga Township,Mutoko,,
Perble Surgery,Stand Number 1638 ChinzangaMutoko Centre,Mutoko,,
Peterhouse Boys Clinic,8km Along MaronderaMain road to Mutare,Mutare,,
Peterhouse Girls Clinic,P.Bag 3741 Along Mutare RoadMarondera,Marondera,,
Petra Mesu Clinical Psychological Practice,5 Hurworth RoadHighlands,Harare,,
Pexaid Pharmacy,2029A Chizungu Epworth,Harare,,
Pfupajena Clinic,2001Mhofuyemuukono Street,Chegutu,,
Phakama Pharmacy,Number 1190 Business Centre,Gwanda,,
Pharma Value Pharmacy,109 Nelson Mandela Avenue,Harare,,
Pharmacare Pharmacy,"No. 1 Bervick Building, Selkirk Road",Harare,,
Pharmaceutical & Chemical Distribution,33 Watts Road,Harare,,
Pharmacity Chemist-Mutare,71Herbert Chitepo Street,Mutare,,
Pharmacure Distributors,"19 Kenmark Crescent, Bluffhill Industrial Park",Harare,,
Pharmacy 263 - Kwekwe,Stand 8063 Amaveni Road,Kwekwe,,
Pharmamed Pharmacy,Stand No. 225 Tsambatsi Properties,Murehwa,,
Pharmanova Private Limited,93 Highfield RoadSoutherton,Harare,,
Pharmaplus Pharmacy,223-225 Unit GMakoni Shopping Centre,Chitungwiza,,
Pharmaprix Pharmacy-Kwekwe,34Nelson Mandela Way,Kwekwe,,
Pharmarite Pharmacy,6491A Clyde Rd Eastlea,Harare,,
Pharmasave Pharmacy,No. 16 Mahusekwa Township,Marondera,,
Pharmasmart,4475 Vic Range,Masvingo,,
Pharmawell Pharmacy- Bindura,9 Thurlows Ave,Bindura,,
Pharmazone Pharmacy,274,Mt Darwin,,
Pharmchem Pharmacy,Stand 356Main Street,Chivhu,,
Pharmchem Pharmacy,Stand 190 Mutawatawa,Mutawatawa,,
Pharmily Medicine Pharmacy,1147 Medium Density,Mutoko,,
Pharmily Medicine Shop,146 Kotwa Growth Point,Mudzi,,
Pharmily Medicine Shop,352Chinzanga Township,Mutoko,,
PharmLife PVT LTD,10ASpurrier RoadNew Ardbennie,Harare,,
Pharmrica Pharmacy,95 Hebert ChitepoMain Street,Mutare,,
Pharmville Pharmacy- Rusape,30 Tongogara Street,Rusape,,
Pharmworld Pharmacy - Machipisa,4096 Shop A Machipisa Shopping CentreHighfields,Harare,,
Phase Pharmacy,12637 Phase 3 Kuwadzana,Harare,,
Philadelphia Surgery,"27026Dare Street, Mucheke",Masvingo,,
Phoenix Dental Laboratory,173Fife Avenue,Harare,,
Phoenix Pharmacy,49A5A Chau Global Complex,Filabusi,,
Phoenix Pharmacy,Nkankezi Business Centre,Harare,,
Phoenix Pharmacy,Nkankezi Business Centre,Filabusi,,
PHYSIO OPTIMISE,3 Dungaruon RoadBorrowdale,Harare,,
Physio Partners Pvt Limited,523rd Street,Kwekwe,,
Physio Plus,16 7th Street,Gweru,,
Physio- Redefined,3 Dungarvon West RoadBorrowdale,Harare,,
Physiocare Physiotherapy Clinic,2nd Floor Suite 20194 J.Tongogara & 9th Avenue,Bulawayo,,
Physiofirst,165Samora Machel Avenue,Harare,,
Physiohub Rehabilitation Clinic,62 Lomagundi RoadEmerald Hill,Harare,,
Physiophix Physiotherapy Clinic,Stand Number 104th Street,Marondera,,
Physiotherapy at The Avenues Clinic,"2 North Room 12The Avenues Clinic ,2nd Floor",Harare,,
Physioworks,Stand 1537 Mbuya Nehanda St146 Mbuya Nehanda and Nelson Mandela,Harare,,
Physioworks Physiotherapy,10Triscombe RoadChisipite,Harare,,
Pilgrims Pharmaceuticals PVT/ LTD,"35 Muguta, Chiremba Shops",Harare,,
Pillbox Pharmacy,6862 Tichagarika Shops,Harare,,
Pillmart Pharmacy,33815 Unit GSeke,Chitungwiza,,
Pillmart Pharmacy - CBD,"Shop 7, ZB House",Harare,,
Pineal Pharmacy,"Shop 36, Stand Number 2149 Leopold Takawira",Harare,,
Pineal Pharmacy - Kadoma,Corner Herbert Chitepo & Baker Street,Kadoma,,
Pineal Pharmacy - Karoi,"Shop 3 & 4, 188 Roseway Street",Karoi,,
Pinewood Pharmacy,4169 Glenview 1,Harare,,
Pinewood Pharmacy,11727Kirkman Road Warren Park,Harare,,
Pinnacle Medical Centre,189 Leopold Takawira & Josiah Tongogara Street,Bulawayo,,
Pinnacle Medical Centre,"Suit 10 Esihlengeni, Medical ChambersJosiah Tongogara",Bulawayo,,
Pioneering Health Group,155 King George RoadAvondale,Harare,,
Pioneering Health Group Physiotherapy Unit,155King George RoadAvondale,Harare,,
Pioneering Health Group-Ultrasound Unit,155King George RoadAvondale,Harare,,
Planet Dental,52 East Rd Belgravia,Harare,,
Planet Dental,103 The Chase Mt Pleasant,Harare,,
Planet Dental Surgery - Gura,2752 Turf Business Centre,Ngezi,,
Planet Dental Surgery-Turf,1064 Turf Village,Ngezi,,
Planet Pharmaceuticals & Chemicals -Southerton,18 Auckland Road,Harare,,
Platinum Health Clinic-Mutare,67Herbert Chitepo StreetStanbic Building,Mutare,,
Platinum Medical Centre,Stand Number 33813 Unit G Seke,Chitungwiza,,
Platinum Medical Laboratory Services,Number 719th Street,Gweru,,
Platinum Mothers - Mutare,101 First Street,Mutare,,
Platinum Physiotherapy Clinic,1088Turf VillageZimplats Mine,Ngezi,,
Platinum Radiology Systems,Stand Number 1067,Ngezi,,
Platinum Radiology Systems,897 Turf Business Centre,Ngezi,,
Platinum Surgery,No.3076ACore HousesTurf,Ngezi,,
Platinumcare Pharmacy,276 Nzvimbo Growth Point,Chiweshe,,
Plato Pharmacy,Mahari Business Centre,Silobela,,
Plaxedes-Helen Shambare,1924New Commercial Stands,Bindura,,
Plaza Pharmacy,29 Mazowe Street,Harare,,
Plumtree Community Lab Services,St Theresa Mission,Plumtree,,
Plumtree District Hospital,Plumtree Hospital,Plumtree,,
Plumtree Family Surgery,Stand 173,Plumtree,,
Plumtree Pharmacy,14 Tegwani Road,Plumtree,,
Plumtree Pharmacy,14Tegwani Road,Plumtree,,
Plumtree RDC-Dingimuzi Clinic,1515Dingumuzi,Plumtree,,
Plumtree RDC-Matjinge Rural Health Center,Box 27,Plumtree,,
Plumtree RDC-Mayobodo Rural Health Centre,BOx 27,Plumtree,,
Plumtree RDC-Ngwazwi Rural Health Center,NgwazwiBOX 27,Plumtree,,
Plumtree RDC-Village 13 Rural Health Center,Village 13BOX 27,Plumtree,,
Plumtree-Bango Rural Health Centre,Ward 10Matanka Village,Plumtree,,
Plus Five Pharmaceuticals,Number 2Brodie Street Off ManchesterSoutherton,Harare,,
Plus Five Pharmaceuticals Byo,17181 Nketa Drive,Bulawayo,,
Plus Two Emergency Pharmacy,94 B Robert Mugabe Way,Bulawayo,,
Pockets Emergency Medical Services,14656 Handinanhanga RoadZengeza 4,Chitungwiza,,
Pomona Family Clinic,311 Harare Drive Pomona,Harare,,
Ponai Medical Centre,853 York Avenue,Bindura,,
Ponai Medical Laboratories Pvt Ltd,853 York Avenue,Bindura,,
Ponai Surgery - Kadoma,Shop 6 Mateketa Complex,Kadoma,,
Population Connect Clinic,Number 7662 Mukomberanwa DriveZengeza 3,Chitungwiza,,
Population Service Zim - Emnganwini,6967 Emganwini,Bulawayo,,
Population Service Zimbabwe-Belvedere Clinic,9 Birsely CircleBelvedere,Harare,,
Population Service Zimbabwe-Chitungwiza Centre,"190/191Mharapara Road, Unit F",Chitungwiza,,
Population Service Zimbabwe-Gweru Centre,2283Mukoba 7,Gweru,,
Population Services Clinic,862 Industrial Area,Chegutu,,
Population Services Zimbabwe - Kadoma,6726 Mupamombe Road,Kadoma,,
Population Services Zimbabwe Laboratory,1079 Chiremba RoadEpworth,Harare,,
Population Services Zimbabwe -Mbare,"4- 3rd Avenue National,Mbare",Harare,,
Population Services Zimbabwe -Mbare,"Number 4, 3rd Avenue",Harare,,
Population Services Zimbabwe Mutare Centre,61 Tendere StreetSakubva,Mutare,,
Population Services Zimbabwe-Bulawayo,Emganwini Centre,Bulawayo,,
Population Services Zimbabwe-Gokwe,385 Nyaradza Township,Gokwe,,
Portal Pharmacy,31705 Unit N Seke,Chitungwiza,,
Positive Psychological Counselling and Community Services,Room 10 ZB Building Cnr 1st and Hebert Chitepo,Mutare,,
Potentia Medical Centre,5658Madinginye Township,Beitbridge,,
Potentia Medical Centre Mashakada,1251Dulibadzimo,Beitbridge,,
PPC Zimbabwe Factory Clinic - Harare,2111 VentersburgSunway CityIndustrial Park,Harare,,
Precious Blood Care Centre,Number 15 Airport RoadKingsdale,Bulawayo,,
Precise Rehab Clinic,10 Fife Avenue Cnr Harare Street,Harare,,
Precise Rehab Clinic (PVT)LTD,76-8th Street,Gweru,,
Precise Rehab Clinic Pvt Ltd,Number 36 Fourth Street,Kwekwe,,
Precise Rehabilitation Clinic-Gweru,76-8th Street,Gweru,,
Precision Medical Laboratory,60 Livingstone Avenue,Harare,,
Premier Optometry-Bulawayo,9Mimosa HouseMain Street,Bulawayo,,
Premier Optometry-Chiredzi,351Chilonga Drive,Chiredzi,,
Premier Optometry-Masvingo,44Roberston Road,Masvingo,,
Premier Optometry-Mutare,Victoria HouseCnr first Street,Mutare,,
Premium Healthcare Laboratories,"889 Israel Road, Itaingoni Hospital",Zvishavane,,
Premium Pharmacy,14 Colling Street,Kadoma,,
Presbyterian Church Clinic,297 Hillview Crescent,Chinhoyi,,
Prescription Hope Pharmacy,1Ross AvenueBelgravia,Harare,,
Preventive Diagnostic Centre - X-ray Unit,82 4th Street,Kwekwe,,
Priceline Pharmacy,1270 Baobab North Extension,Hwange,,
Pridecare Pharmacy Pvt Ltd,Shop 2 Alpine HouseThe Green,Marondera,,
Prime Chiropractic Centre,18Downie AvenueBelgravia,Harare,,
Prime Dental Services,140 Upper East Road Mt Pleasant,Harare,,
Prime Dental Surgery,Number 56 G. Silundika Avenue,Harare,,
Prime Health Clinical Laboratory,102 Prince Edward RoadMilton Park,Harare,,
Prime Health Pharmacy,13296,Harare,,
Prime Medclinic,56 G George Silundika Avenue Cnr 4th Street,Harare,,
Prime Pharmacy,Stand number 13 shop B Seke RoadHatfield,Harare,,
Prime Radiology Pvt Ltd,4047 Cannon Petterson RoadHighfield,Harare,,
Primecare Medical Clinic,6500Southlea Park,Harare,-17.9662424,30.9834643
Primehealth Surgery,1265 Ingezi Township,Kadoma,-18.3374033,29.9135021
Primelab Medical Laboratories,39 Harris Street,Karoi,-16.8190442,29.6836936
Primemed Pharmacy,"Shop 4 Tops Tim Mall, 6th Street",Gweru,-19.4616316,29.8205953
Primutus Pharmacy,57 Robert Mugabe,Bindura,-17.2989727,31.3299701
Primutus Pharmacy,Stand Number 109 Mainstreet,Bindura,-17.2989727,31.3299701
Princess Margaret Rose Clinic,Leopold Takawira Street & Samuel Parirenyatwa Street,Bulawayo,-20.1560599,28.5887063
Priocare Pharmacy,Stand 63 Mufakose TownshipMufakose,Harare,-17.8567035,31.0601584
Prisons-Anju Farm Clinic,Anju Farm Clinic,Plumtree,-20.4880677,27.805601
Prisons-Beitbridge Clinic,Beitbridge Prison,Beitbridge,-22.1986233,29.9917535
Prisons-Bindura Clinic,Bindura Prison,Bindura,-17.2989727,31.3299701
Prisons-Binga Clinic,Binga Prison,Binga,-17.6871283,27.7059714
Prisons-Bulawayo Clinic,Bulawayo Prison,Bulawayo,-20.1471611,28.5901756
Prisons-Chikurubi Farm Clinic,Chikurubi Maximum Complex,Harare,-17.8567035,31.0601584
Prisons-Chikurubi Female Clinic,Chikurubi Female Prisons,Harare,-17.8567035,31.0601584
Prisons-Chikurubi Staff Hospital,Old Chikurubi Training Depot,Harare,-17.8567035,31.0601584
Prisons-Chinhoyi Clinic,Chinhoyi Prison,Chinhoyi,-17.3615308,30.1929353
Prisons-Chipinge Clinic,Chipinge Prison,Chipinge,-20.1958113,32.7186003
Prisons-Chiredzi Clinic,Chiredzi Prison,Chiredzi,-21.4164577,31.8233421
Prisons-Chivhu Clinic,Chivhu Prison,Chivhu,-19.0187032,30.8969497
Prisons-Connemara Clinic,Harare Road,Gweru,-19.4616316,29.8205953
Prisons-Gwanda Clinic,Gwanda Prison,Gwanda,-20.9426756,29.0062588
Prisons-Harare Central Defendants Clinic,Enterprize Road,Harare,-17.8567035,31.0601584
Prisons-Harare Central Hospital,Enterprize Road,Harare,-17.8567035,31.0601584
Prisons-Harare Remand Clinic,Harare Remand ComplexEnterprize Road,Harare,-17.8567035,31.0601584
Prisons-Hurungwe Clinic,Hurungwe Prison,Karoi,-16.8190442,29.6836936
Prisons-Kadoma Clinic,Kadoma Clinic,Kadoma,-18.387126,29.8779281
Prisons-Karoi Clinic,Karoi Clinic,Karoi,-16.808508,29.6809826
